score,fold1,fold2,fold3,vars
0.5232247554309625,0.5,0.541,0.529,kr_treasury_3y+kr_base_rate+vix+delta_vix_t1+crisis_dummy
0.5231743945112295,0.513,0.56,0.497,us_treasury_10y+us_breakeven_10y+sp500+dxy+spread_10y_t1
0.5231678143036166,0.504,0.507,0.558,kr_treasury_3y+us_breakeven_10y+vix+spread_10y_t1+crisis_dummy
0.5231481084966912,0.521,0.531,0.517,kr_treasury_3y+us_fed_funds+us_breakeven_10y+sp500+spread_10y_t1
0.5230392565437727,0.542,0.478,0.549,kr_treasury_3y+kr_base_rate+vix+sp500+delta_dxy_t1
0.5229642456585775,0.5,0.55,0.519,kr_treasury_3y+kr_base_rate+us_breakeven_10y+spread_10y_t1+delta_dxy_t1
0.5228734631646592,0.513,0.505,0.551,kr_treasury_3y+kr_base_rate+us_fed_funds+vix+crisis_dummy
0.5228664211964457,0.574,0.49,0.504,kr_base_rate+us_fed_funds+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5227734196378045,0.504,0.535,0.529,kr_base_rate+us_treasury_10y+vix+sp500+spread_10y_t1
0.5227169962723995,0.534,0.537,0.497,us_fed_funds+us_breakeven_10y+sp500+spread_10y_t1+delta_vix_t1
0.5226645676848859,0.525,0.482,0.561,kr_treasury_3y+us_treasury_10y+dxy+delta_dxy_t1+crisis_dummy
0.5225705124951179,0.555,0.501,0.512,kr_treasury_3y+kr_base_rate+us_breakeven_10y+sp500+delta_vix_t1
0.5224137538455046,0.521,0.533,0.513,kr_treasury_3y+us_treasury_10y+us_fed_funds+us_breakeven_10y+spread_10y_t1
0.5223123153991073,0.483,0.574,0.51,kr_base_rate+us_fed_funds+dxy+spread_10y_t1+crisis_dummy
0.5222340244682115,0.53,0.498,0.539,kr_treasury_3y+us_breakeven_10y+vix+delta_vix_t1+delta_dxy_t1
0.522148347390828,0.53,0.545,0.491,kr_base_rate+spread_10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5220454814123286,0.493,0.51,0.564,kr_treasury_3y+kr_base_rate+us_treasury_10y+sp500+delta_vix_t1
0.5220137379354922,0.542,0.502,0.522,kr_treasury_3y+us_treasury_10y+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5219848566096167,0.53,0.512,0.525,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+vix+delta_dxy_t1
0.521955680874275,0.521,0.529,0.516,kr_base_rate+us_treasury_10y+sp500+spread_10y_t1+delta_dxy_t1
0.521898612594884,0.564,0.469,0.533,kr_treasury_3y+sp500+dxy+delta_vix_t1+delta_dxy_t1
0.5217210912504894,0.513,0.539,0.513,us_treasury_10y+us_fed_funds+vix+spread_10y_t1+delta_dxy_t1
0.5217037476189691,0.481,0.513,0.571,kr_treasury_3y+us_treasury_10y+sp500+delta_vix_t1+crisis_dummy
0.5216828807856476,0.508,0.552,0.504,us_fed_funds+us_breakeven_10y+dxy+spread_10y_t1+delta_vix_t1
0.5215925334906455,0.551,0.51,0.504,kr_treasury_3y+us_breakeven_10y+vix+spread_10y_t1+delta_vix_t1
0.5214137885917861,0.508,0.514,0.542,kr_treasury_3y+us_breakeven_10y+sp500+spread_10y_t1+delta_vix_t1
0.5213866844032856,0.521,0.501,0.542,kr_treasury_3y+vix+sp500+spread_10y_t1+crisis_dummy
0.5213790597182738,0.492,0.544,0.529,kr_base_rate+vix+sp500+spread_10y_t1+crisis_dummy
0.5211957606912855,0.542,0.491,0.53,kr_base_rate+us_fed_funds+us_breakeven_10y+delta_vix_t1+crisis_dummy
0.5210997316459035,0.534,0.535,0.494,vix+sp500+dxy+delta_dxy_t1+crisis_dummy
0.5210658507647675,0.547,0.469,0.548,kr_treasury_3y+kr_base_rate+sp500+dxy+crisis_dummy
0.5210632976961668,0.513,0.543,0.507,kr_treasury_3y+us_treasury_10y+sp500+dxy+crisis_dummy
0.5210471596168271,0.551,0.478,0.535,kr_treasury_3y+us_fed_funds+vix+dxy+delta_dxy_t1
0.521021821092501,0.534,0.531,0.499,us_breakeven_10y+sp500+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5209882957273173,0.487,0.527,0.549,kr_base_rate+us_treasury_10y+us_fed_funds+spread_10y_t1+crisis_dummy
0.5209580591310481,0.525,0.522,0.516,kr_base_rate+us_fed_funds+us_breakeven_10y+vix+sp500
0.5209415629518018,0.534,0.52,0.509,us_treasury_10y+us_fed_funds+vix+sp500+dxy
0.5209109771719715,0.559,0.49,0.513,kr_treasury_3y+kr_base_rate+us_fed_funds+us_breakeven_10y+crisis_dummy
0.520875813099543,0.513,0.518,0.532,kr_treasury_3y+us_fed_funds+us_breakeven_10y+vix+crisis_dummy
0.5207653247986996,0.542,0.497,0.523,us_treasury_10y+us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_dxy_t1
0.5207180796043575,0.542,0.505,0.514,kr_base_rate+us_fed_funds+sp500+spread_10y_t1+delta_dxy_t1
0.5205665936096584,0.504,0.562,0.496,kr_treasury_3y+kr_base_rate+sp500+dxy+spread_10y_t1
0.5204649853226554,0.513,0.505,0.543,kr_treasury_3y+kr_base_rate+vix+sp500+crisis_dummy
0.5204448443168138,0.5,0.527,0.535,kr_treasury_3y+us_fed_funds+sp500+dxy+crisis_dummy
0.5203721312818962,0.504,0.49,0.566,kr_treasury_3y+us_fed_funds+vix+sp500+crisis_dummy
0.5203598238565462,0.525,0.55,0.486,kr_treasury_3y+us_breakeven_10y+sp500+dxy+spread_10y_t1
0.5203468723368002,0.513,0.527,0.522,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+sp500+dxy
0.520342251491419,0.532,0.499,0.53,kr_treasury_3y+kr_base_rate+us_breakeven_10y+delta_dxy_t1+crisis_dummy
0.5203343560159706,0.53,0.505,0.526,kr_treasury_3y+us_breakeven_10y+vix+sp500+crisis_dummy
0.5202893390400792,0.492,0.545,0.525,us_breakeven_10y+vix+dxy+spread_10y_t1+crisis_dummy
0.520076143795014,0.521,0.52,0.519,kr_treasury_3y+us_breakeven_10y+vix+dxy+spread_10y_t1
0.5200133262545673,0.568,0.498,0.494,kr_treasury_3y+us_fed_funds+us_breakeven_10y+delta_vix_t1+delta_dxy_t1
0.5200005861528704,0.493,0.531,0.536,kr_treasury_3y+kr_base_rate+us_fed_funds+sp500+delta_vix_t1
0.5199820273054329,0.53,0.504,0.526,kr_base_rate+sp500+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5199738198258382,0.487,0.499,0.574,kr_treasury_3y+kr_base_rate+us_fed_funds+vix+delta_dxy_t1
0.5199347426880107,0.525,0.478,0.557,us_fed_funds+us_breakeven_10y+sp500+dxy+delta_vix_t1
0.5198848825753247,0.496,0.503,0.561,kr_treasury_3y+us_breakeven_10y+sp500+spread_10y_t1+delta_dxy_t1
0.5198526604475697,0.53,0.505,0.525,kr_treasury_3y+us_treasury_10y+us_fed_funds+vix+spread_10y_t1
0.5197271490801393,0.525,0.49,0.543,kr_treasury_3y+us_breakeven_10y+sp500+dxy+crisis_dummy
0.5195881067328938,0.551,0.469,0.539,kr_treasury_3y+kr_base_rate+sp500+dxy+delta_vix_t1
0.5195669088391964,0.504,0.505,0.549,kr_treasury_3y+us_breakeven_10y+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5194814531800124,0.5,0.527,0.532,kr_treasury_3y+kr_base_rate+us_fed_funds+us_breakeven_10y+sp500
0.5194166135152013,0.551,0.52,0.487,us_breakeven_10y+vix+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5193911058850104,0.542,0.484,0.532,kr_treasury_3y+us_treasury_10y+vix+delta_vix_t1+delta_dxy_t1
0.5193567193430747,0.5,0.545,0.513,kr_treasury_3y+kr_base_rate+us_fed_funds+vix+delta_vix_t1
0.5193563770114982,0.525,0.514,0.519,kr_treasury_3y+us_fed_funds+us_breakeven_10y+sp500+delta_dxy_t1
0.5191912696505881,0.5,0.533,0.525,kr_base_rate+us_treasury_10y+sp500+dxy+crisis_dummy
0.5191688542530084,0.538,0.482,0.538,kr_treasury_3y+us_fed_funds+vix+sp500+spread_10y_t1
0.5191623285627951,0.436,0.562,0.559,kr_treasury_3y+us_treasury_10y+us_fed_funds+dxy+spread_10y_t1
0.5191176622065655,0.53,0.52,0.507,kr_treasury_3y+us_breakeven_10y+sp500+delta_vix_t1+delta_dxy_t1
0.5189277818110972,0.525,0.53,0.501,us_treasury_10y+us_fed_funds+us_breakeven_10y+dxy+delta_vix_t1
0.5188239546574257,0.538,0.505,0.513,kr_treasury_3y+us_breakeven_10y+vix+sp500+delta_vix_t1
0.5187822626012543,0.547,0.501,0.509,kr_treasury_3y+us_fed_funds+us_breakeven_10y+sp500+delta_vix_t1
0.5187704406427402,0.487,0.562,0.507,kr_treasury_3y+kr_base_rate+us_treasury_10y+dxy+spread_10y_t1
0.5187632835325595,0.534,0.505,0.517,kr_base_rate+us_treasury_10y+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5186102113337253,0.53,0.512,0.514,kr_treasury_3y+kr_base_rate+us_breakeven_10y+vix+delta_vix_t1
0.5185819666520649,0.525,0.48,0.551,kr_treasury_3y+us_fed_funds+us_breakeven_10y+vix+spread_10y_t1
0.5185481081763849,0.568,0.514,0.474,kr_base_rate+us_breakeven_10y+vix+sp500+delta_vix_t1
0.5185240503802977,0.538,0.516,0.501,us_breakeven_10y+vix+sp500+delta_vix_t1+crisis_dummy
0.5184617821193686,0.504,0.531,0.52,kr_base_rate+us_breakeven_10y+vix+spread_10y_t1+crisis_dummy
0.5184361377442581,0.521,0.531,0.503,kr_base_rate+vix+sp500+delta_vix_t1+crisis_dummy
0.5184020206041967,0.521,0.518,0.516,vix+sp500+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5183874327365259,0.517,0.527,0.512,kr_treasury_3y+kr_base_rate+us_treasury_10y+vix+dxy
0.5183874327365259,0.517,0.527,0.512,kr_treasury_3y+us_treasury_10y+vix+dxy+crisis_dummy
0.5183297427681951,0.555,0.484,0.516,kr_treasury_3y+kr_base_rate+us_fed_funds+delta_vix_t1+delta_dxy_t1
0.5181162342608774,0.5,0.502,0.552,kr_treasury_3y+us_fed_funds+dxy+spread_10y_t1+crisis_dummy
0.5180280538531412,0.513,0.537,0.504,us_fed_funds+vix+sp500+dxy+spread_10y_t1
0.5179636534398923,0.504,0.49,0.559,kr_treasury_3y+us_treasury_10y+vix+spread_10y_t1+crisis_dummy
0.5178992091843823,0.572,0.495,0.487,kr_treasury_3y+kr_base_rate+us_treasury_10y+vix+delta_vix_t1
0.5178108115805248,0.487,0.542,0.525,kr_treasury_3y+us_treasury_10y+sp500+dxy+delta_dxy_t1
0.5177097932080977,0.542,0.527,0.484,us_treasury_10y+sp500+dxy+delta_vix_t1+delta_dxy_t1
0.5176933600970222,0.542,0.486,0.525,kr_treasury_3y+us_treasury_10y+us_fed_funds+delta_dxy_t1+crisis_dummy
0.5174946783401765,0.508,0.545,0.499,us_fed_funds+spread_10y_t1+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5173944306654664,0.479,0.542,0.532,kr_treasury_3y+us_treasury_10y+sp500+delta_dxy_t1+crisis_dummy
0.5173476206700406,0.508,0.552,0.491,kr_base_rate+us_breakeven_10y+dxy+spread_10y_t1+delta_vix_t1
0.5172457318997812,0.504,0.533,0.514,kr_base_rate+sp500+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5172415840584744,0.479,0.545,0.527,us_treasury_10y+dxy+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5172176528657082,0.581,0.475,0.496,us_fed_funds+us_breakeven_10y+sp500+delta_vix_t1+crisis_dummy
0.5171859703846092,0.521,0.52,0.51,us_treasury_10y+us_breakeven_10y+vix+sp500+delta_dxy_t1
0.5171453383352369,0.521,0.527,0.504,kr_base_rate+us_treasury_10y+us_breakeven_10y+vix+delta_dxy_t1
0.5171098839309485,0.517,0.478,0.557,us_fed_funds+sp500+dxy+delta_vix_t1+crisis_dummy
0.5171098839309485,0.517,0.478,0.557,kr_base_rate+us_fed_funds+sp500+dxy+delta_vix_t1
0.5170865883601071,0.568,0.473,0.51,us_fed_funds+us_breakeven_10y+sp500+delta_vix_t1+delta_dxy_t1
0.5170714107135287,0.562,0.484,0.505,kr_base_rate+us_fed_funds+vix+delta_vix_t1+crisis_dummy
0.5170678573987542,0.521,0.542,0.488,us_treasury_10y+us_fed_funds+sp500+dxy+delta_dxy_t1
0.5170162602152502,0.475,0.529,0.548,kr_base_rate+us_breakeven_10y+vix+sp500+delta_dxy_t1
0.5170097322315071,0.53,0.497,0.525,kr_treasury_3y+us_fed_funds+vix+spread_10y_t1+delta_vix_t1
0.5169134679916001,0.5,0.494,0.556,kr_treasury_3y+kr_base_rate+us_treasury_10y+spread_10y_t1+delta_vix_t1
0.5168487836943466,0.504,0.528,0.519,kr_base_rate+us_treasury_10y+us_breakeven_10y+dxy+delta_vix_t1
0.5168460103992348,0.521,0.495,0.535,kr_base_rate+us_fed_funds+vix+sp500+spread_10y_t1
0.5166448554653766,0.504,0.53,0.516,us_treasury_10y+sp500+dxy+spread_10y_t1+crisis_dummy
0.5166149023667788,0.5,0.522,0.527,kr_base_rate+us_fed_funds+us_breakeven_10y+spread_10y_t1+crisis_dummy
0.5166114207754492,0.513,0.505,0.532,kr_treasury_3y+us_fed_funds+us_breakeven_10y+dxy+spread_10y_t1
0.5165318605860126,0.492,0.545,0.513,kr_treasury_3y+us_fed_funds+vix+delta_vix_t1+crisis_dummy
0.5164606504629228,0.517,0.527,0.506,kr_treasury_3y+kr_base_rate+us_breakeven_10y+spread_10y_t1+crisis_dummy
0.5163587616926634,0.513,0.507,0.529,kr_treasury_3y+us_treasury_10y+us_fed_funds+spread_10y_t1+delta_dxy_t1
0.5163281759128332,0.538,0.478,0.533,kr_base_rate+us_breakeven_10y+vix+sp500+dxy
0.5163261043659921,0.517,0.507,0.525,us_fed_funds+us_breakeven_10y+dxy+spread_10y_t1+delta_dxy_t1
0.515956968645276,0.508,0.499,0.54,kr_treasury_3y+us_fed_funds+vix+delta_dxy_t1+crisis_dummy
0.5158503971346781,0.555,0.497,0.496,kr_base_rate+us_fed_funds+us_breakeven_10y+sp500+delta_dxy_t1
0.5158211418201062,0.521,0.531,0.496,us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5157916104650786,0.508,0.529,0.51,us_treasury_10y+sp500+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5157235295606118,0.483,0.55,0.514,us_fed_funds+us_breakeven_10y+sp500+spread_10y_t1+delta_dxy_t1
0.5156264785883179,0.534,0.48,0.533,vix+sp500+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5155827149853053,0.521,0.505,0.52,us_fed_funds+us_breakeven_10y+vix+dxy+spread_10y_t1
0.515502812464292,0.525,0.514,0.507,us_treasury_10y+us_fed_funds+us_breakeven_10y+sp500+delta_vix_t1
0.5154814479039856,0.521,0.469,0.556,kr_treasury_3y+sp500+dxy+delta_vix_t1+crisis_dummy
0.5154426157502039,0.513,0.499,0.535,kr_treasury_3y+kr_base_rate+us_fed_funds+vix+spread_10y_t1
0.5154280278825331,0.508,0.507,0.53,kr_treasury_3y+vix+sp500+delta_dxy_t1+crisis_dummy
0.5154161332506432,0.53,0.469,0.548,kr_treasury_3y+vix+sp500+dxy+delta_vix_t1
0.5153717479586908,0.513,0.512,0.522,kr_base_rate+us_fed_funds+vix+sp500+crisis_dummy
0.5153663823378075,0.561,0.486,0.499,kr_base_rate+us_fed_funds+vix+delta_vix_t1+delta_dxy_t1
0.5153335374938489,0.508,0.525,0.513,us_treasury_10y+us_fed_funds+us_breakeven_10y+sp500+crisis_dummy
0.5153085048521894,0.542,0.482,0.522,kr_treasury_3y+us_treasury_10y+us_fed_funds+delta_vix_t1+delta_dxy_t1
0.5152311957298731,0.508,0.544,0.493,kr_base_rate+us_fed_funds+sp500+dxy+spread_10y_t1
0.5150965837611273,0.504,0.495,0.546,us_treasury_10y+us_breakeven_10y+dxy+spread_10y_t1+crisis_dummy
0.5150697721347217,0.492,0.552,0.501,us_treasury_10y+us_breakeven_10y+vix+dxy+spread_10y_t1
0.5150537742225624,0.521,0.514,0.51,kr_treasury_3y+us_breakeven_10y+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5150159625659204,0.513,0.553,0.48,kr_base_rate+us_treasury_10y+sp500+delta_dxy_t1+crisis_dummy
0.5149814963865608,0.555,0.48,0.51,us_breakeven_10y+vix+sp500+delta_vix_t1+delta_dxy_t1
0.5149553670436325,0.504,0.512,0.529,kr_treasury_3y+us_treasury_10y+us_fed_funds+us_breakeven_10y+crisis_dummy
0.5149467675130485,0.538,0.51,0.497,us_treasury_10y+us_breakeven_10y+vix+sp500+spread_10y_t1
0.5149042050590446,0.487,0.501,0.556,kr_treasury_3y+kr_base_rate+us_breakeven_10y+vix+delta_dxy_t1
0.5148629482017895,0.525,0.499,0.52,kr_treasury_3y+us_breakeven_10y+sp500+delta_dxy_t1+crisis_dummy
0.5148463472780119,0.521,0.48,0.543,kr_treasury_3y+kr_base_rate+dxy+delta_vix_t1+delta_dxy_t1
0.514806233079031,0.5,0.501,0.543,kr_treasury_3y+kr_base_rate+us_breakeven_10y+sp500+spread_10y_t1
0.514774010951276,0.534,0.503,0.507,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+vix+spread_10y_t1
0.5147207774198469,0.496,0.522,0.526,us_fed_funds+vix+sp500+spread_10y_t1+crisis_dummy
0.5147066247510924,0.521,0.533,0.49,kr_base_rate+us_treasury_10y+vix+sp500+delta_dxy_t1
0.514637393307504,0.513,0.514,0.517,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+delta_dxy_t1+crisis_dummy
0.5145957012513326,0.521,0.51,0.513,us_treasury_10y+us_fed_funds+us_breakeven_10y+sp500+delta_dxy_t1
0.5145686753341631,0.555,0.507,0.481,kr_base_rate+us_treasury_10y+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5145248334598196,0.521,0.522,0.5,us_treasury_10y+us_fed_funds+vix+sp500+delta_dxy_t1
0.5144194630982305,0.53,0.486,0.527,kr_treasury_3y+kr_base_rate+us_breakeven_10y+vix+dxy
0.5143722179038884,0.53,0.495,0.519,kr_treasury_3y+kr_base_rate+vix+spread_10y_t1+delta_vix_t1
0.5143663869739589,0.535,0.482,0.526,vix+dxy+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5143611116275472,0.513,0.52,0.51,kr_base_rate+us_fed_funds+us_breakeven_10y+sp500+delta_vix_t1
0.5143194195713757,0.521,0.516,0.506,us_treasury_10y+vix+sp500+dxy+delta_dxy_t1
0.5143138664332051,0.513,0.529,0.501,us_fed_funds+dxy+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5143138664332051,0.513,0.529,0.501,us_treasury_10y+vix+sp500+spread_10y_t1+delta_vix_t1
0.5142721743770337,0.521,0.525,0.497,us_treasury_10y+us_fed_funds+sp500+dxy+crisis_dummy
0.5142360354590328,0.538,0.507,0.497,kr_base_rate+us_treasury_10y+sp500+delta_vix_t1+crisis_dummy
0.5142265655306164,0.513,0.501,0.529,kr_treasury_3y+us_fed_funds+us_breakeven_10y+sp500+dxy
0.5141554666880424,0.504,0.545,0.493,kr_base_rate+dxy+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5141499381604211,0.525,0.497,0.52,us_fed_funds+sp500+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5138412055943045,0.508,0.533,0.5,us_treasury_10y+vix+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5138389251519836,0.483,0.482,0.577,kr_treasury_3y+kr_base_rate+us_treasury_10y+dxy+delta_dxy_t1
0.5138130024727459,0.504,0.526,0.512,kr_base_rate+us_treasury_10y+us_breakeven_10y+vix+delta_vix_t1
0.5136996963147147,0.534,0.48,0.527,us_fed_funds+dxy+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.513439412546917,0.504,0.525,0.512,kr_base_rate+us_treasury_10y+us_fed_funds+sp500+crisis_dummy
0.5133831326230748,0.508,0.529,0.503,kr_base_rate+us_fed_funds+dxy+spread_10y_t1+delta_dxy_t1
0.513355593235658,0.492,0.514,0.535,us_breakeven_10y+vix+sp500+spread_10y_t1+crisis_dummy
0.5133169475718998,0.458,0.525,0.558,kr_treasury_3y+us_treasury_10y+dxy+spread_10y_t1+delta_dxy_t1
0.5132972417649747,0.475,0.548,0.517,kr_treasury_3y+kr_base_rate+us_treasury_10y+us_breakeven_10y+delta_dxy_t1
0.5132901990030851,0.475,0.531,0.535,kr_base_rate+us_breakeven_10y+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5130963766333544,0.54,0.495,0.504,us_treasury_10y+us_fed_funds+vix+delta_dxy_t1+crisis_dummy
0.5130612420967006,0.5,0.512,0.527,kr_treasury_3y+kr_base_rate+us_fed_funds+us_breakeven_10y+spread_10y_t1
0.5130378746161356,0.492,0.517,0.53,kr_treasury_3y+vix+dxy+spread_10y_t1+crisis_dummy
0.5130230316318588,0.496,0.525,0.519,vix+sp500+dxy+spread_10y_t1+delta_dxy_t1
0.5129994090346878,0.496,0.529,0.514,us_fed_funds+sp500+dxy+spread_10y_t1+delta_dxy_t1
0.5129667517080164,0.5,0.529,0.51,kr_base_rate+us_treasury_10y+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5129452006576866,0.521,0.503,0.514,vix+sp500+spread_10y_t1+delta_vix_t1+crisis_dummy
0.5129340943813453,0.504,0.529,0.506,kr_base_rate+us_treasury_10y+dxy+spread_10y_t1+delta_dxy_t1
0.5129250596518451,0.508,0.525,0.506,kr_base_rate+us_treasury_10y+us_fed_funds+us_breakeven_10y+sp500
0.512781478825414,0.513,0.501,0.525,kr_base_rate+us_fed_funds+vix+sp500+delta_dxy_t1
0.5127638445653299,0.551,0.495,0.493,us_breakeven_10y+vix+sp500+dxy+delta_vix_t1
0.5127634093664137,0.521,0.493,0.525,kr_treasury_3y+kr_base_rate+us_fed_funds+sp500+delta_dxy_t1
0.512650414319813,0.5,0.499,0.539,kr_treasury_3y+us_treasury_10y+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5125980511862165,0.521,0.522,0.494,us_fed_funds+us_breakeven_10y+vix+spread_10y_t1+delta_vix_t1
0.5125313264883855,0.564,0.475,0.499,us_breakeven_10y+sp500+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5124906092777862,0.508,0.516,0.513,us_fed_funds+vix+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5123578146803187,0.564,0.488,0.486,kr_treasury_3y+kr_base_rate+us_breakeven_10y+dxy+delta_vix_t1
0.5123470341932469,0.483,0.537,0.517,us_breakeven_10y+vix+dxy+spread_10y_t1+delta_vix_t1
0.5122803643590033,0.508,0.537,0.491,us_treasury_10y+vix+sp500+dxy+spread_10y_t1
0.5122722438695966,0.496,0.486,0.555,kr_treasury_3y+us_fed_funds+sp500+dxy+delta_dxy_t1
0.5121898574507692,0.555,0.484,0.497,kr_base_rate+us_breakeven_10y+vix+dxy+delta_vix_t1
0.5121851518624877,0.545,0.495,0.497,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+delta_vix_t1+delta_dxy_t1
0.512182832208305,0.513,0.505,0.519,kr_base_rate+us_treasury_10y+sp500+spread_10y_t1+delta_vix_t1
0.5121347256336605,0.496,0.509,0.532,kr_base_rate+us_fed_funds+vix+spread_10y_t1+delta_vix_t1
0.5120668299811527,0.496,0.48,0.561,kr_treasury_3y+kr_base_rate+sp500+spread_10y_t1+crisis_dummy
0.5119716622469195,0.508,0.551,0.477,kr_treasury_3y+us_treasury_10y+dxy+spread_10y_t1+delta_vix_t1
0.5118928722703715,0.53,0.507,0.499,us_breakeven_10y+sp500+dxy+spread_10y_t1+delta_dxy_t1
0.511863983443945,0.5,0.537,0.499,kr_base_rate+vix+sp500+dxy+spread_10y_t1
0.511803935019858,0.538,0.512,0.486,us_treasury_10y+sp500+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5117747228938,0.496,0.553,0.487,kr_base_rate+us_treasury_10y+sp500+dxy+delta_dxy_t1
0.5117673609029411,0.525,0.493,0.517,kr_treasury_3y+us_fed_funds+delta_vix_t1+delta_dxy_t1+crisis_dummy
0.5117291504380991,0.521,0.505,0.509,kr_base_rate+us_breakeven_10y+vix+spread_10y_t1+delta_dxy_t1
0.5116543658563402,0.504,0.499,0.532,kr_treasury_3y+us_treasury_10y+vix+sp500+crisis_dummy
0.5116362963973398,0.513,0.49,0.532,kr_treasury_3y+us_fed_funds+us_breakeven_10y+spread_10y_t1+delta_dxy_t1
0.5115723917884858,0.487,0.537,0.51,us_treasury_10y+us_breakeven_10y+vix+spread_10y_t1+delta_dxy_t1
0.5115327712791554,0.517,0.503,0.514,kr_treasury_3y+us_treasury_10y+vix+spread_10y_t1+delta_dxy_t1
0.5115216650028142,0.5,0.529,0.506,kr_base_rate+sp500+dxy+spread_10y_t1+delta_dxy_t1
0.511512630273314,0.504,0.525,0.506,us_fed_funds+vix+dxy+spread_10y_t1+delta_dxy_t1
0.5113634408955985,0.513,0.481,0.54,kr_treasury_3y+us_fed_funds+dxy+delta_dxy_t1+crisis_dummy
0.5113106979761998,0.492,0.535,0.507,us_treasury_10y+vix+sp500+spread_10y_t1+crisis_dummy
0.5112214364588565,0.53,0.514,0.49,kr_treasury_3y+us_treasury_10y+us_fed_funds+delta_vix_t1+crisis_dummy
0.5112002096753562,0.521,0.514,0.499,kr_base_rate+us_treasury_10y+us_breakeven_10y+sp500+delta_vix_t1
0.5111923760948648,0.487,0.475,0.571,kr_treasury_3y+vix+sp500+spread_10y_t1+delta_dxy_t1
0.5111872581556103,0.508,0.49,0.535,kr_base_rate+us_breakeven_10y+vix+sp500+spread_10y_t1
0.5111805116582928,0.504,0.537,0.493,kr_base_rate+us_treasury_10y+us_fed_funds+us_breakeven_10y+delta_dxy_t1
0.5111112724248427,0.53,0.518,0.486,kr_base_rate+us_treasury_10y+us_fed_funds+delta_vix_t1+delta_dxy_t1
0.5111052840877558,0.492,0.529,0.513,kr_base_rate+sp500+spread_10y_t1+delta_dxy_t1+crisis_dummy
0.5111018024964263,0.504,0.512,0.517,us_treasury_10y+us_breakeven_10y+dxy+spread_10y_t1+delta_dxy_t1
0.5110637322921691,0.498,0.522,0.513,kr_treasury_3y+us_treasury_10y+us_breakeven_10y+vix+sp500
0.510998277378242,0.508,0.525,0.5,kr_base_rate+us_treasury_10y+us_breakeven_10y+sp500+crisis_dummy
0.510935739565984,0.525,0.512,0.496,kr_treasury_3y+kr_base_rate+us_breakeven_10y+delta_vix_t1+crisis_dummy
0.5108849291750087,0.555,0.469,0.509,kr_treasury_3y+us_breakeven_10y+sp500+dxy+delta_vix_t1
0.5108616597344703,0.487,0.535,0.51,us_treasury_10y+sp500+dxy+spread_10y_t1+delta_dxy_t1
0.5107934608455446,0.525,0.51,0.497,kr_base_rate+us_breakeven_10y+dxy+delta_vix_t1+crisis_dummy
0.5107738782667753,0.508,0.498,0.526,kr_base_rate+vix+sp500+spread_10y_t1+delta_vix_t1
0.5107618425110517,0.504,0.486,0.542,kr_treasury_3y+us_breakeven_10y+vix+dxy+crisis_dummy
0.5107451830965398,0.479,0.525,0.529,kr_treasury_3y+dxy+spread_10y_t1+delta_vix_t1+delta_dxy_t1
0.5106270701106846,0.479,0.546,0.507,kr_treasury_3y+kr_base_rate+dxy+spread_10y_t1+delta_dxy_t1
0.5106080161732506,0.538,0.498,0.496,kr_treasury_3y+kr_base_rate+us_breakeven_10y+delta_vix_t1+delta_dxy_t1
0.5105256165393414,0.504,0.529,0.499,vix+sp500+dxy+delta_vix_t1+delta_dxy_t1
